QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1	Fold
A2A_LIGANDS_0480	True	1	0.065	0.935	2.0
A2A_LIGANDS_0484	True	1	0.25	0.75	2.0
A2A_LIGANDS_0489	True	1	0.01	0.99	2.0
A2A_LIGANDS_0494	False	1	0.165	0.835	2.0
A2A_LIGANDS_0497	True	0	0.81	0.19	2.0
A2A_LIGANDS_0508	True	1	0.065	0.935	2.0
A2A_LIGANDS_0517	True	1	0.085	0.915	2.0
A2A_LIGANDS_0529	False	0	0.905	0.095	2.0
A2A_LIGANDS_0533	False	0	0.78	0.22	2.0
A2A_LIGANDS_0535	False	0	0.73	0.27	2.0
A2A_LIGANDS_0539	True	1	0.03	0.97	2.0
A2A_LIGANDS_0541	True	1	0.02	0.98	2.0
A2A_LIGANDS_0559	False	0	0.995	0.005	2.0
A2A_LIGANDS_0562	True	1	0.02	0.98	2.0
A2A_LIGANDS_0568	True	1	0.05	0.95	2.0
A2A_LIGANDS_0575	False	1	0.055	0.945	2.0
A2A_LIGANDS_0594	False	0	0.99	0.01	2.0
A2A_LIGANDS_0603	False	0	0.75	0.25	2.0
A2A_LIGANDS_0610	True	0	0.69	0.31	2.0
A2A_LIGANDS_0612	True	1	0.325	0.675	2.0
A2A_LIGANDS_0624	True	1	0.055	0.945	2.0
A2A_LIGANDS_0629	False	1	0.36	0.64	2.0
A2A_LIGANDS_0631	False	1	0.31	0.69	2.0
A2A_LIGANDS_0642	True	1	0.0	1.0	2.0
A2A_LIGANDS_0649	True	1	0.06	0.94	2.0
A2A_LIGANDS_0657	True	1	0.42	0.58	2.0
A2A_LIGANDS_0660	True	1	0.095	0.905	2.0
A2A_LIGANDS_0667	True	1	0.35	0.65	2.0
A2A_LIGANDS_0680	True	1	0.01	0.99	2.0
A2A_LIGANDS_0685	True	1	0.0	1.0	2.0
A2A_LIGANDS_0690	True	1	0.07	0.93	2.0
A2A_LIGANDS_0696	True	1	0.41	0.59	2.0
A2A_LIGANDS_0713	True	1	0.085	0.915	2.0
A2A_LIGANDS_0714	False	0	0.94	0.06	2.0
A2A_LIGANDS_0721	True	1	0.02	0.98	2.0
A2A_LIGANDS_0722	True	1	0.0	1.0	2.0
A2A_LIGANDS_0725	True	1	0.005	0.995	2.0
A2A_LIGANDS_0732	True	1	0.0	1.0	2.0
A2A_LIGANDS_0733	False	0	0.92	0.08	2.0
A2A_LIGANDS_0734	True	1	0.155	0.845	2.0
A2A_LIGANDS_0738	True	1	0.015	0.985	2.0
A2A_LIGANDS_0741	True	1	0.485	0.515	2.0
A2A_LIGANDS_0742	True	1	0.035	0.965	2.0
A2A_LIGANDS_0745	False	1	0.275	0.725	2.0
A2A_LIGANDS_0764	False	0	0.815	0.185	2.0
A2A_LIGANDS_0771	False	0	0.89	0.11	2.0
A2A_LIGANDS_0777	True	1	0.28	0.72	2.0
A2A_LIGANDS_0787	False	0	0.75	0.25	2.0
A2A_LIGANDS_0788	True	1	0.09	0.91	2.0
A2A_LIGANDS_0793	True	1	0.17	0.83	2.0
A2A_LIGANDS_0795	True	0	0.695	0.305	2.0
A2A_LIGANDS_0845	True	1	0.065	0.935	2.0
A2A_LIGANDS_0847	True	1	0.115	0.885	2.0
A2A_LIGANDS_0864	True	1	0.1	0.9	2.0
A2A_LIGANDS_0865	True	0	0.765	0.235	2.0
A2A_LIGANDS_0869	True	1	0.22	0.78	2.0
A2A_LIGANDS_0877	True	1	0.45	0.55	2.0
A2A_LIGANDS_0880	False	1	0.49	0.51	2.0
A2A_LIGANDS_0882	False	0	0.84	0.16	2.0
A2A_LIGANDS_0889	False	0	0.8	0.2	2.0
A2A_LIGANDS_0903	True	1	0.21	0.79	2.0
A2A_LIGANDS_0909	True	1	0.02	0.98	2.0
A2A_LIGANDS_0910	True	1	0.12	0.88	2.0
A2A_LIGANDS_0915	True	1	0.025	0.975	2.0
A2A_LIGANDS_0920	True	1	0.395	0.605	2.0
A2A_LIGANDS_0922	True	1	0.075	0.925	2.0
A2A_LIGANDS_0927	True	1	0.01	0.99	2.0
A2A_LIGANDS_0929	False	0	0.99	0.01	2.0
A2A_LIGANDS_0941	False	1	0.45	0.55	2.0
A2A_LIGANDS_0943	True	1	0.085	0.915	2.0
A2A_LIGANDS_0945	True	1	0.42	0.58	2.0
A2A_LIGANDS_0948	True	1	0.415	0.585	2.0
A2A_LIGANDS_0970	True	1	0.0	1.0	2.0
A2A_LIGANDS_0983	True	1	0.36	0.64	2.0
A2A_LIGANDS_0985	False	0	0.745	0.255	2.0
A2A_LIGANDS_0998	False	1	0.215	0.785	2.0
A2A_LIGANDS_1006	False	0	0.515	0.485	2.0
A2A_LIGANDS_1013	False	0	0.99	0.01	2.0
A2A_LIGANDS_1015	False	0	0.895	0.105	2.0
A2A_LIGANDS_1021	True	1	0.1	0.9	2.0
A2A_LIGANDS_1032	False	1	0.015	0.985	2.0
A2A_LIGANDS_1035	False	0	0.5	0.5	2.0
A2A_LIGANDS_1049	False	1	0.135	0.865	2.0
A2A_LIGANDS_1057	False	0	0.905	0.095	2.0
A2A_LIGANDS_1066	False	1	0.02	0.98	2.0
A2A_LIGANDS_1073	False	1	0.035	0.965	2.0
A2A_LIGANDS_1080	True	1	0.39	0.61	2.0
A2A_LIGANDS_1085	True	1	0.305	0.695	2.0
A2A_LIGANDS_1092	True	1	0.09	0.91	2.0
A2A_LIGANDS_1105	False	0	0.955	0.045	2.0
A2A_LIGANDS_1107	True	1	0.375	0.625	2.0
A2A_LIGANDS_1108	False	0	0.84	0.16	2.0
A2A_LIGANDS_1112	True	1	0.195	0.805	2.0
A2A_LIGANDS_1115	False	0	0.93	0.07	2.0
A2A_LIGANDS_1117	True	1	0.235	0.765	2.0
A2A_LIGANDS_1118	True	1	0.0	1.0	2.0
A2A_LIGANDS_1123	False	0	0.9	0.1	2.0
A2A_LIGANDS_1128	False	0	0.8	0.2	2.0
A2A_LIGANDS_1133	True	1	0.19	0.81	2.0
A2A_LIGANDS_1135	True	1	0.0	1.0	2.0
A2A_LIGANDS_1137	False	1	0.0	1.0	2.0
A2A_LIGANDS_1144	False	0	0.88	0.12	2.0
A2A_LIGANDS_1146	False	0	0.835	0.165	2.0
A2A_LIGANDS_1148	True	1	0.045	0.955	2.0
A2A_LIGANDS_1155	False	0	0.945	0.055	2.0
A2A_LIGANDS_1157	True	1	0.02	0.98	2.0
A2A_LIGANDS_1164	True	1	0.09	0.91	2.0
A2A_LIGANDS_1168	True	1	0.145	0.855	2.0
A2A_LIGANDS_1173	False	0	1.0	0.0	2.0
A2A_LIGANDS_1182	True	1	0.01	0.99	2.0
A2A_LIGANDS_1183	True	1	0.26	0.74	2.0
A2A_LIGANDS_1205	True	1	0.04	0.96	2.0
A2A_LIGANDS_1212	True	1	0.005	0.995	2.0
A2A_LIGANDS_1214	True	1	0.195	0.805	2.0
A2A_LIGANDS_1218	False	0	0.835	0.165	2.0
A2A_LIGANDS_1219	True	0	0.78	0.22	2.0
A2A_LIGANDS_1227	True	1	0.0	1.0	2.0
A2A_LIGANDS_1229	False	1	0.495	0.505	2.0
A2A_LIGANDS_1230	True	1	0.115	0.885	2.0
A2A_LIGANDS_1233	True	1	0.075	0.925	2.0
A2A_LIGANDS_1236	True	1	0.03	0.97	2.0
A2A_LIGANDS_1241	True	1	0.46	0.54	2.0
A2A_LIGANDS_1242	True	1	0.005	0.995	2.0
A2A_LIGANDS_1253	True	0	0.845	0.155	2.0
A2A_LIGANDS_1258	True	1	0.0	1.0	2.0
A2A_LIGANDS_1279	True	1	0.115	0.885	2.0
A2A_LIGANDS_1289	True	1	0.175	0.825	2.0
A2A_LIGANDS_1300	False	0	0.6	0.4	2.0
A2A_LIGANDS_1308	False	1	0.0	1.0	2.0
A2A_LIGANDS_1314	False	0	0.985	0.015	2.0
A2A_LIGANDS_1318	True	1	0.41	0.59	2.0
A2A_LIGANDS_1321	False	1	0.29	0.71	2.0
A2A_LIGANDS_1334	True	1	0.345	0.655	2.0
A2A_LIGANDS_1350	True	1	0.075	0.925	2.0
A2A_LIGANDS_1352	False	1	0.175	0.825	2.0
A2A_LIGANDS_1354	True	1	0.13	0.87	2.0
A2A_LIGANDS_1363	True	0	0.835	0.165	2.0
A2A_LIGANDS_1365	True	1	0.005	0.995	2.0
A2A_LIGANDS_1378	True	1	0.155	0.845	2.0
A2A_LIGANDS_1390	False	0	1.0	0.0	2.0
A2A_LIGANDS_1401	True	1	0.035	0.965	2.0
A2A_LIGANDS_1408	True	1	0.325	0.675	2.0
A2A_LIGANDS_1415	True	1	0.0	1.0	2.0
A2A_LIGANDS_1442	True	1	0.065	0.935	2.0
A2A_LIGANDS_1443	False	1	0.05	0.95	2.0
A2A_LIGANDS_1444	True	1	0.025	0.975	2.0
A2A_LIGANDS_1450	False	0	0.935	0.065	2.0
A2A_LIGANDS_1455	False	0	0.955	0.045	2.0
A2A_LIGANDS_1456	True	1	0.085	0.915	2.0
A2A_LIGANDS_1462	False	0	0.795	0.205	2.0
A2A_LIGANDS_1465	False	0	0.885	0.115	2.0
A2A_LIGANDS_1466	False	0	0.73	0.27	2.0
A2A_LIGANDS_1471	False	0	0.82	0.18	2.0
A2A_LIGANDS_1475	False	0	0.99	0.01	2.0
A2A_LIGANDS_1476	False	1	0.325	0.675	2.0
A2A_LIGANDS_1481	True	1	0.0	1.0	2.0
A2A_LIGANDS_1524	False	0	0.91	0.09	2.0
A2A_LIGANDS_1526	False	0	0.565	0.435	2.0
A2A_LIGANDS_1546	True	1	0.19	0.81	2.0
A2A_LIGANDS_1549	True	1	0.43	0.57	2.0
A2A_LIGANDS_1551	True	0	0.6	0.4	2.0
A2A_LIGANDS_1565	False	1	0.295	0.705	2.0
A2A_LIGANDS_1566	True	1	0.285	0.715	2.0
A2A_LIGANDS_1575	False	1	0.07	0.93	2.0
A2A_LIGANDS_1576	True	1	0.17	0.83	2.0
A2A_LIGANDS_1580	True	1	0.04	0.96	2.0
A2A_LIGANDS_1586	True	1	0.07	0.93	2.0
A2A_LIGANDS_1587	True	1	0.065	0.935	2.0
A2A_LIGANDS_1595	False	0	0.965	0.035	2.0
A2A_LIGANDS_1598	True	1	0.0	1.0	2.0
A2A_LIGANDS_1601	True	1	0.07	0.93	2.0
A2A_LIGANDS_1607	True	1	0.01	0.99	2.0
A2A_LIGANDS_1612	False	0	0.995	0.005	2.0
A2A_LIGANDS_1620	True	1	0.14	0.86	2.0
A2A_LIGANDS_1629	True	1	0.245	0.755	2.0
A2A_LIGANDS_1641	False	0	0.895	0.105	2.0
A2A_LIGANDS_1646	True	1	0.005	0.995	2.0
A2A_LIGANDS_1650	True	1	0.44	0.56	2.0
A2A_LIGANDS_1651	False	0	0.94	0.06	2.0
A2A_LIGANDS_1653	True	1	0.1	0.9	2.0
A2A_LIGANDS_1667	True	1	0.135	0.865	2.0
A2A_LIGANDS_1669	False	0	0.93	0.07	2.0
A2A_LIGANDS_1674	True	1	0.11	0.89	2.0
A2A_LIGANDS_1684	True	1	0.0	1.0	2.0
A2A_LIGANDS_1690	False	0	0.95	0.05	2.0
A2A_LIGANDS_1707	True	1	0.09	0.91	2.0
A2A_LIGANDS_1716	False	1	0.435	0.565	2.0
A2A_LIGANDS_1717	True	1	0.03	0.97	2.0
A2A_LIGANDS_1723	True	1	0.38	0.62	2.0
A2A_LIGANDS_1726	False	0	0.92	0.08	2.0
A2A_LIGANDS_1736	True	1	0.1	0.9	2.0
A2A_LIGANDS_1740	True	1	0.06	0.94	2.0
A2A_LIGANDS_1752	False	0	0.87	0.13	2.0
A2A_LIGANDS_1754	True	1	0.155	0.845	2.0
A2A_LIGANDS_1759	True	1	0.09	0.91	2.0
A2A_LIGANDS_1763	False	1	0.35	0.65	2.0
A2A_LIGANDS_1768	True	1	0.235	0.765	2.0
A2A_LIGANDS_1769	False	0	0.56	0.44	2.0
A2A_LIGANDS_1770	False	0	0.585	0.415	2.0
A2A_LIGANDS_1771	True	1	0.16	0.84	2.0
A2A_LIGANDS_1772	False	0	0.85	0.15	2.0
A2A_LIGANDS_1782	False	0	0.865	0.135	2.0
A2A_LIGANDS_1784	True	1	0.025	0.975	2.0
A2A_LIGANDS_1789	False	0	0.97	0.03	2.0
A2A_LIGANDS_1806	True	0	0.63	0.37	2.0
A2A_LIGANDS_1807	True	1	0.13	0.87	2.0
A2A_LIGANDS_1809	False	0	0.855	0.145	2.0
A2A_LIGANDS_1811	True	1	0.115	0.885	2.0
A2A_LIGANDS_1813	True	1	0.165	0.835	2.0
A2A_LIGANDS_1816	True	1	0.03	0.97	2.0
A2A_LIGANDS_1824	False	0	0.685	0.315	2.0
A2A_LIGANDS_1827	False	0	0.615	0.385	2.0
A2A_LIGANDS_1828	True	1	0.18	0.82	2.0
A2A_LIGANDS_1835	False	0	0.96	0.04	2.0
A2A_LIGANDS_1836	False	0	0.895	0.105	2.0
A2A_LIGANDS_1838	True	1	0.21	0.79	2.0
A2A_LIGANDS_1850	True	0	0.76	0.24	2.0
A2A_LIGANDS_1858	False	1	0.165	0.835	2.0
A2A_LIGANDS_1871	True	1	0.19	0.81	2.0
A2A_LIGANDS_1878	True	1	0.132	0.868	2.0
A2A_LIGANDS_1879	True	1	0.205	0.795	2.0
A2A_LIGANDS_1885	False	1	0.24	0.76	2.0
A2A_LIGANDS_1892	True	0	0.935	0.065	2.0
A2A_LIGANDS_1911	True	1	0.02	0.98	2.0
A2A_LIGANDS_1917	False	1	0.265	0.735	2.0
A2A_LIGANDS_1918	False	0	0.905	0.095	2.0
A2A_LIGANDS_1923	True	1	0.02	0.98	2.0
A2A_LIGANDS_1927	True	1	0.465	0.535	2.0
A2A_LIGANDS_1939	False	0	0.55	0.45	2.0
A2A_LIGANDS_1942	False	0	0.97	0.03	2.0
A2A_LIGANDS_1945	False	0	0.87	0.13	2.0
A2A_LIGANDS_1961	False	0	0.985	0.015	2.0
A2A_LIGANDS_1964	False	0	0.905	0.095	2.0
A2A_LIGANDS_1970	True	1	0.075	0.925	2.0
A2A_LIGANDS_1975	True	1	0.26	0.74	2.0
A2A_LIGANDS_1978	True	0	0.68	0.32	2.0
A2A_LIGANDS_1981	False	0	0.765	0.235	2.0
A2A_LIGANDS_1983	True	0	0.57	0.43	2.0
A2A_LIGANDS_1987	True	0	0.705	0.295	2.0
A2A_LIGANDS_1994	True	1	0.295	0.705	2.0
A2A_LIGANDS_2001	True	0	0.63	0.37	2.0
A2A_LIGANDS_2004	True	1	0.04	0.96	2.0
A2A_LIGANDS_2007	True	1	0.0	1.0	2.0
A2A_LIGANDS_2023	False	0	0.57	0.43	2.0
A2A_LIGANDS_2024	True	1	0.475	0.525	2.0
A2A_LIGANDS_2027	False	0	0.98	0.02	2.0
A2A_LIGANDS_2043	True	1	0.47	0.53	2.0
A2A_LIGANDS_2048	True	1	0.055	0.945	2.0
A2A_LIGANDS_2053	True	1	0.29	0.71	2.0
A2A_LIGANDS_2056	True	1	0.49	0.51	2.0
A2A_LIGANDS_2065	True	1	0.455	0.545	2.0
A2A_LIGANDS_2068	True	1	0.025	0.975	2.0
A2A_LIGANDS_2071	False	0	0.98	0.02	2.0
A2A_LIGANDS_2074	True	0	0.665	0.335	2.0
A2A_LIGANDS_2081	True	1	0.15	0.85	2.0
A2A_LIGANDS_2105	True	1	0.195	0.805	2.0
A2A_LIGANDS_2106	True	1	0.0	1.0	2.0
A2A_LIGANDS_2107	False	0	0.945	0.055	2.0
A2A_LIGANDS_2113	False	1	0.35	0.65	2.0
A2A_LIGANDS_2127	True	0	0.625	0.375	2.0
A2A_LIGANDS_2131	True	1	0.01	0.99	2.0
A2A_LIGANDS_2132	True	1	0.09	0.91	2.0
A2A_LIGANDS_2133	True	1	0.155	0.845	2.0
A2A_LIGANDS_2138	True	1	0.0	1.0	2.0
A2A_LIGANDS_2148	True	1	0.005	0.995	2.0
A2A_LIGANDS_2151	False	0	0.75	0.25	2.0
A2A_LIGANDS_2163	False	0	0.845	0.155	2.0
A2A_LIGANDS_2164	True	1	0.01	0.99	2.0
A2A_LIGANDS_2166	False	0	0.975	0.025	2.0
A2A_LIGANDS_2167	True	1	0.0	1.0	2.0
A2A_LIGANDS_2173	False	0	0.665	0.335	2.0
A2A_LIGANDS_2179	True	1	0.0	1.0	2.0
A2A_LIGANDS_2197	False	0	0.985	0.015	2.0
A2A_LIGANDS_2199	True	1	0.33	0.67	2.0
A2A_LIGANDS_2200	False	0	0.995	0.005	2.0
A2A_LIGANDS_2204	True	1	0.19	0.81	2.0
A2A_LIGANDS_2206	False	1	0.23	0.77	2.0
A2A_LIGANDS_2214	True	1	0.225	0.775	2.0
A2A_LIGANDS_2215	True	0	0.86	0.14	2.0
A2A_LIGANDS_2227	False	0	0.665	0.335	2.0
A2A_LIGANDS_2233	False	0	0.99	0.01	2.0
A2A_LIGANDS_2240	False	1	0.47	0.53	2.0
A2A_LIGANDS_2245	True	1	0.025	0.975	2.0
A2A_LIGANDS_2246	False	0	0.93	0.07	2.0
A2A_LIGANDS_2250	True	1	0.215	0.785	2.0
A2A_LIGANDS_2251	True	1	0.0	1.0	2.0
A2A_LIGANDS_2256	True	0	0.96	0.04	2.0
A2A_LIGANDS_2265	True	0	0.915	0.085	2.0
A2A_LIGANDS_2275	True	0	0.595	0.405	2.0
A2A_LIGANDS_2282	False	0	0.97	0.03	2.0
A2A_LIGANDS_2284	False	1	0.335	0.665	2.0
A2A_LIGANDS_2287	False	1	0.09	0.91	2.0
A2A_LIGANDS_2313	True	1	0.07	0.93	2.0
A2A_LIGANDS_2318	True	1	0.14	0.86	2.0
A2A_LIGANDS_2326	False	1	0.265	0.735	2.0
A2A_LIGANDS_2327	True	1	0.31	0.69	2.0
A2A_LIGANDS_2339	False	1	0.045	0.955	2.0
A2A_LIGANDS_2341	True	1	0.205	0.795	2.0
A2A_LIGANDS_2349	False	1	0.085	0.915	2.0
A2A_LIGANDS_2352	False	0	0.775	0.225	2.0
A2A_LIGANDS_2363	False	1	0.155	0.845	2.0
A2A_LIGANDS_2365	False	0	1.0	0.0	2.0
A2A_LIGANDS_2376	True	0	0.695	0.305	2.0
A2A_LIGANDS_2382	False	1	0.16	0.84	2.0
A2A_LIGANDS_2386	False	0	0.88	0.12	2.0
A2A_LIGANDS_2388	True	1	0.02	0.98	2.0
A2A_LIGANDS_2396	False	0	1.0	0.0	2.0
A2A_LIGANDS_2401	True	1	0.11	0.89	2.0
A2A_LIGANDS_2412	True	1	0.155	0.845	2.0
A2A_LIGANDS_2417	True	1	0.03	0.97	2.0
A2A_LIGANDS_2423	True	1	0.22	0.78	2.0
A2A_LIGANDS_2430	False	0	0.76	0.24	2.0
A2A_LIGANDS_2434	True	1	0.325	0.675	2.0
A2A_LIGANDS_2439	False	0	0.575	0.425	2.0
A2A_LIGANDS_2446	False	0	0.69	0.31	2.0
A2A_LIGANDS_2451	False	0	0.83	0.17	2.0
A2A_LIGANDS_2453	False	0	0.985	0.015	2.0
A2A_LIGANDS_2466	False	0	0.935	0.065	2.0
A2A_LIGANDS_2468	False	1	0.08	0.92	2.0
A2A_LIGANDS_2469	True	1	0.36	0.64	2.0
A2A_LIGANDS_2472	True	1	0.2	0.8	2.0
A2A_LIGANDS_2483	True	0	0.595	0.405	2.0
A2A_LIGANDS_2487	True	1	0.075	0.925	2.0
A2A_LIGANDS_2489	False	0	0.65	0.35	2.0
A2A_LIGANDS_2491	True	1	0.225	0.775	2.0
A2A_LIGANDS_2496	False	0	0.655	0.345	2.0
A2A_LIGANDS_2498	False	1	0.33	0.67	2.0
A2A_LIGANDS_2499	True	1	0.01	0.99	2.0
A2A_LIGANDS_2501	True	1	0.115	0.885	2.0
A2A_LIGANDS_2506	True	1	0.21	0.79	2.0
A2A_LIGANDS_2507	False	0	0.89	0.11	2.0
A2A_LIGANDS_2522	True	1	0.075	0.925	2.0
A2A_LIGANDS_2523	False	1	0.48	0.52	2.0
A2A_LIGANDS_2525	False	0	0.98	0.02	2.0
A2A_LIGANDS_2537	True	1	0.305	0.695	2.0
A2A_LIGANDS_2555	True	1	0.47	0.53	2.0
A2A_LIGANDS_2559	True	1	0.015	0.985	2.0
A2A_LIGANDS_2560	False	0	0.77	0.23	2.0
A2A_LIGANDS_2561	True	0	1.0	0.0	2.0
A2A_LIGANDS_2567	True	0	0.965	0.035	2.0
A2A_LIGANDS_2569	True	1	0.02	0.98	2.0
A2A_LIGANDS_2574	True	1	0.225	0.775	2.0
A2A_LIGANDS_2575	True	1	0.135	0.865	2.0
A2A_LIGANDS_2590	True	0	0.665	0.335	2.0
A2A_LIGANDS_2593	False	0	0.975	0.025	2.0
A2A_LIGANDS_2597	True	1	0.03	0.97	2.0
A2A_LIGANDS_2604	True	1	0.405	0.595	2.0
A2A_LIGANDS_2607	True	1	0.265	0.735	2.0
A2A_LIGANDS_2609	True	0	0.815	0.185	2.0
A2A_LIGANDS_2620	True	1	0.01	0.99	2.0
A2A_LIGANDS_2630	False	0	0.785	0.215	2.0
A2A_LIGANDS_2632	True	1	0.29	0.71	2.0
A2A_LIGANDS_2633	False	0	0.67	0.33	2.0
A2A_LIGANDS_2641	False	1	0.0	1.0	2.0
A2A_LIGANDS_2648	True	1	0.03	0.97	2.0
A2A_LIGANDS_2652	True	1	0.06	0.94	2.0
A2A_LIGANDS_2653	False	0	0.99	0.01	2.0
A2A_LIGANDS_2655	False	0	0.975	0.025	2.0
A2A_LIGANDS_2666	False	0	0.9	0.1	2.0
A2A_LIGANDS_2682	True	1	0.175	0.825	2.0
A2A_LIGANDS_2683	False	0	0.55	0.45	2.0
A2A_LIGANDS_2688	True	1	0.0	1.0	2.0
A2A_LIGANDS_2692	True	1	0.0	1.0	2.0
A2A_LIGANDS_2693	True	1	0.24	0.76	2.0
A2A_LIGANDS_2695	True	1	0.0	1.0	2.0
A2A_LIGANDS_2708	True	1	0.36	0.64	2.0
A2A_LIGANDS_2709	True	1	0.0	1.0	2.0
A2A_LIGANDS_2713	False	0	0.61	0.39	2.0
A2A_LIGANDS_2718	True	0	0.555	0.445	2.0
A2A_LIGANDS_2742	True	0	0.88	0.12	2.0
A2A_LIGANDS_2743	True	1	0.37	0.63	2.0
A2A_LIGANDS_2748	True	1	0.055	0.945	2.0
A2A_LIGANDS_2759	False	0	0.73	0.27	2.0
A2A_LIGANDS_2765	False	0	0.93	0.07	2.0
A2A_LIGANDS_2766	True	1	0.315	0.685	2.0
A2A_LIGANDS_2770	True	1	0.05	0.95	2.0
A2A_LIGANDS_2772	True	1	0.135	0.865	2.0
A2A_LIGANDS_2780	True	0	0.635	0.365	2.0
A2A_LIGANDS_2781	True	1	0.005	0.995	2.0
A2A_LIGANDS_2784	True	1	0.195	0.805	2.0
A2A_LIGANDS_2794	True	1	0.01	0.99	2.0
A2A_LIGANDS_2809	False	0	0.925	0.075	2.0
A2A_LIGANDS_2812	True	1	0.035	0.965	2.0
A2A_LIGANDS_2816	True	1	0.005	0.995	2.0
A2A_LIGANDS_2825	True	1	0.05	0.95	2.0
A2A_LIGANDS_2836	False	0	0.725	0.275	2.0
A2A_LIGANDS_2847	False	0	0.67	0.33	2.0
A2A_LIGANDS_2855	True	1	0.41	0.59	2.0
A2A_LIGANDS_2864	True	1	0.135	0.865	2.0
A2A_LIGANDS_2871	True	0	0.755	0.245	2.0
A2A_LIGANDS_2877	False	0	0.82	0.18	2.0
A2A_LIGANDS_2878	False	0	0.51	0.49	2.0
A2A_LIGANDS_2879	True	1	0.0	1.0	2.0
A2A_LIGANDS_2885	True	1	0.03	0.97	2.0
A2A_LIGANDS_2889	True	1	0.02	0.98	2.0
A2A_LIGANDS_2896	True	1	0.21	0.79	2.0
A2A_LIGANDS_2904	False	0	0.54	0.46	2.0
A2A_LIGANDS_2910	True	1	0.425	0.575	2.0
A2A_LIGANDS_2911	True	1	0.0	1.0	2.0
A2A_LIGANDS_2921	True	0	0.75	0.25	2.0
A2A_LIGANDS_2923	False	1	0.245	0.755	2.0
A2A_LIGANDS_2944	False	0	0.59	0.41	2.0
A2A_LIGANDS_2947	True	1	0.235	0.765	2.0
A2A_LIGANDS_2954	False	1	0.225	0.775	2.0
A2A_LIGANDS_2956	False	0	0.96	0.04	2.0
A2A_LIGANDS_2987	True	1	0.12	0.88	2.0
A2A_LIGANDS_2988	False	0	1.0	0.0	2.0
A2A_LIGANDS_2991	True	0	0.61	0.39	2.0
A2A_LIGANDS_2993	False	0	0.735	0.265	2.0
A2A_LIGANDS_2994	True	1	0.31	0.69	2.0
A2A_LIGANDS_3005	True	1	0.23	0.77	2.0
A2A_LIGANDS_3008	False	1	0.47	0.53	2.0
A2A_LIGANDS_3011	False	1	0.415	0.585	2.0
A2A_LIGANDS_3016	True	1	0.005	0.995	2.0
A2A_LIGANDS_3019	False	0	0.955	0.045	2.0
A2A_LIGANDS_3020	True	1	0.125	0.875	2.0
A2A_LIGANDS_3022	False	0	0.685	0.315	2.0
A2A_LIGANDS_3025	False	0	0.955	0.045	2.0
A2A_LIGANDS_3026	True	1	0.12	0.88	2.0
A2A_LIGANDS_3033	True	1	0.12	0.88	2.0
A2A_LIGANDS_3046	True	1	0.0	1.0	2.0
A2A_LIGANDS_3048	True	1	0.17	0.83	2.0
A2A_LIGANDS_3049	True	1	0.1	0.9	2.0
A2A_LIGANDS_3053	True	1	0.13	0.87	2.0
A2A_LIGANDS_3065	False	1	0.09	0.91	2.0
A2A_LIGANDS_3066	False	1	0.265	0.735	2.0
A2A_LIGANDS_3068	False	1	0.395	0.605	2.0
A2A_LIGANDS_3071	True	0	0.67	0.33	2.0
A2A_LIGANDS_3072	True	1	0.01	0.99	2.0
A2A_LIGANDS_3076	True	1	0.025	0.975	2.0
A2A_LIGANDS_3080	False	0	0.895	0.105	2.0
A2A_LIGANDS_3088	True	1	0.39	0.61	2.0
A2A_LIGANDS_3089	True	1	0.33	0.67	2.0
A2A_LIGANDS_3092	False	0	0.945	0.055	2.0
A2A_LIGANDS_3102	True	1	0.02	0.98	2.0
A2A_LIGANDS_3114	True	1	0.01	0.99	2.0
A2A_LIGANDS_3117	True	1	0.11	0.89	2.0
A2A_LIGANDS_3121	True	1	0.31	0.69	2.0
A2A_LIGANDS_3124	False	0	1.0	0.0	2.0
A2A_LIGANDS_3135	False	0	0.98	0.02	2.0
A2A_LIGANDS_3149	False	0	0.55	0.45	2.0
A2A_LIGANDS_3161	True	1	0.0	1.0	2.0
A2A_LIGANDS_3168	True	1	0.22	0.78	2.0
A2A_LIGANDS_3170	False	0	0.93	0.07	2.0
A2A_LIGANDS_3182	False	0	0.885	0.115	2.0
A2A_LIGANDS_3183	False	1	0.27	0.73	2.0
A2A_LIGANDS_3186	True	1	0.41	0.59	2.0
A2A_LIGANDS_3196	False	0	0.82	0.18	2.0
A2A_LIGANDS_3202	True	1	0.135	0.865	2.0
A2A_LIGANDS_3213	True	1	0.015	0.985	2.0
A2A_LIGANDS_3216	True	1	0.1	0.9	2.0
A2A_LIGANDS_3226	True	1	0.47	0.53	2.0
A2A_LIGANDS_3230	False	0	0.78	0.22	2.0
A2A_LIGANDS_3231	False	0	0.88	0.12	2.0
A2A_LIGANDS_3267	True	1	0.015	0.985	2.0
A2A_LIGANDS_3300	True	1	0.175	0.825	2.0
A2A_LIGANDS_3303	True	1	0.015	0.985	2.0
A2A_LIGANDS_3310	True	1	0.155	0.845	2.0
A2A_LIGANDS_3318	True	1	0.39	0.61	2.0
A2A_LIGANDS_3328	False	0	0.965	0.035	2.0
A2A_LIGANDS_3334	True	1	0.0	1.0	2.0
A2A_LIGANDS_3351	False	1	0.2	0.8	2.0
A2A_LIGANDS_3356	False	0	0.685	0.315	2.0
